49.8666114807,-123.423233032
44.8957214355,-123.423233032
43.3322677612,-123.423233032
41.8075294495,-123.423233032
40.3177452087,-123.423233032
49.8666114807,-121.929458618
44.8957214355,-121.929458618
43.3322677612,-121.929458618
41.8075294495,-121.929458618
40.3177452087,-121.929458618
38.8596420288,-121.929458618
37.4303855896,-121.929458618
49.8666114807,-120.435684204
48.1571884155,-120.435684204
46.5022964478,-120.435684204
44.8957214355,-120.435684204
43.3322677612,-120.435684204
41.8075294495,-120.435684204
40.3177452087,-120.435684204
38.8596420288,-120.435684204
37.4303855896,-120.435684204
36.0274734497,-120.435684204
34.64868927,-120.435684204
49.8666114807,-118.94190979
48.1571884155,-118.94190979
46.5022964478,-118.94190979
44.8957214355,-118.94190979
43.3322677612,-118.94190979
41.8075294495,-118.94190979
40.3177452087,-118.94190979
38.8596420288,-118.94190979
36.0274734497,-118.94190979
34.64868927,-118.94190979
49.8666114807,-117.448135376
48.1571884155,-117.448135376
46.5022964478,-117.448135376
44.8957214355,-117.448135376
43.3322677612,-117.448135376
41.8075294495,-117.448135376
40.3177452087,-117.448135376
38.8596420288,-117.448135376
37.4303855896,-117.448135376
36.0274734497,-117.448135376
34.64868927,-117.448135376
49.8666114807,-115.954353333
48.1571884155,-115.954353333
46.5022964478,-115.954353333
44.8957214355,-115.954353333
43.3322677612,-115.954353333
41.8075294495,-115.954353333
40.3177452087,-115.954353333
38.8596420288,-115.954353333
37.4303855896,-115.954353333
36.0274734497,-115.954353333
34.64868927,-115.954353333
33.2920684814,-115.954353333
31.9558410645,-115.954353333
30.6384162903,-115.954353333
49.8666114807,-114.460578918
48.1571884155,-114.460578918
43.3322677612,-114.460578918
41.8075294495,-114.460578918
40.3177452087,-114.460578918
38.8596420288,-114.460578918
37.4303855896,-114.460578918
36.0274734497,-114.460578918
34.64868927,-114.460578918
33.2920684814,-114.460578918
31.9558410645,-114.460578918
29.338350296,-114.460578918
49.8666114807,-112.966804504
46.5022964478,-112.966804504
44.8957214355,-112.966804504
43.3322677612,-112.966804504
41.8075294495,-112.966804504
40.3177452087,-112.966804504
38.8596420288,-112.966804504
37.4303855896,-112.966804504
36.0274734497,-112.966804504
34.64868927,-112.966804504
33.2920684814,-112.966804504
31.9558410645,-112.966804504
28.0543327332,-112.966804504
26.7851581573,-112.966804504
49.8666114807,-111.47303009
48.1571884155,-111.47303009
46.5022964478,-111.47303009
40.3177452087,-111.47303009
38.8596420288,-111.47303009
37.4303855896,-111.47303009
36.0274734497,-111.47303009
34.64868927,-111.47303009
33.2920684814,-111.47303009
31.9558410645,-111.47303009
30.6384162903,-111.47303009
29.338350296,-111.47303009
25.5297260284,-111.47303009
49.8666114807,-109.979255676
48.1571884155,-109.979255676
46.5022964478,-109.979255676
41.8075294495,-109.979255676
40.3177452087,-109.979255676
38.8596420288,-109.979255676
37.4303855896,-109.979255676
36.0274734497,-109.979255676
34.64868927,-109.979255676
33.2920684814,-109.979255676
31.9558410645,-109.979255676
30.6384162903,-109.979255676
29.338350296,-109.979255676
28.0543327332,-109.979255676
49.8666114807,-108.485473633
48.1571884155,-108.485473633
46.5022964478,-108.485473633
44.8957214355,-108.485473633
43.3322677612,-108.485473633
41.8075294495,-108.485473633
40.3177452087,-108.485473633
38.8596420288,-108.485473633
37.4303855896,-108.485473633
36.0274734497,-108.485473633
34.64868927,-108.485473633
33.2920684814,-108.485473633
31.9558410645,-108.485473633
30.6384162903,-108.485473633
29.338350296,-108.485473633
28.0543327332,-108.485473633
26.7851581573,-108.485473633
25.5297260284,-108.485473633
49.8666114807,-106.991699219
48.1571884155,-106.991699219
46.5022964478,-106.991699219
44.8957214355,-106.991699219
43.3322677612,-106.991699219
41.8075294495,-106.991699219
36.0274734497,-106.991699219
34.64868927,-106.991699219
33.2920684814,-106.991699219
31.9558410645,-106.991699219
30.6384162903,-106.991699219
29.338350296,-106.991699219
28.0543327332,-106.991699219
26.7851581573,-106.991699219
25.5297260284,-106.991699219
49.8666114807,-105.497924805
48.1571884155,-105.497924805
46.5022964478,-105.497924805
44.8957214355,-105.497924805
43.3322677612,-105.497924805
41.8075294495,-105.497924805
38.8596420288,-105.497924805
37.4303855896,-105.497924805
36.0274734497,-105.497924805
34.64868927,-105.497924805
33.2920684814,-105.497924805
31.9558410645,-105.497924805
30.6384162903,-105.497924805
29.338350296,-105.497924805
28.0543327332,-105.497924805
26.7851581573,-105.497924805
25.5297260284,-105.497924805
49.8666114807,-104.004150391
48.1571884155,-104.004150391
46.5022964478,-104.004150391
44.8957214355,-104.004150391
43.3322677612,-104.004150391
41.8075294495,-104.004150391
40.3177452087,-104.004150391
38.8596420288,-104.004150391
37.4303855896,-104.004150391
36.0274734497,-104.004150391
34.64868927,-104.004150391
33.2920684814,-104.004150391
31.9558410645,-104.004150391
30.6384162903,-104.004150391
29.338350296,-104.004150391
28.0543327332,-104.004150391
26.7851581573,-104.004150391
25.5297260284,-104.004150391
49.8666114807,-102.510375977
48.1571884155,-102.510375977
46.5022964478,-102.510375977
44.8957214355,-102.510375977
43.3322677612,-102.510375977
41.8075294495,-102.510375977
40.3177452087,-102.510375977
38.8596420288,-102.510375977
37.4303855896,-102.510375977
36.0274734497,-102.510375977
34.64868927,-102.510375977
33.2920684814,-102.510375977
31.9558410645,-102.510375977
30.6384162903,-102.510375977
29.338350296,-102.510375977
28.0543327332,-102.510375977
26.7851581573,-102.510375977
25.5297260284,-102.510375977
49.8666114807,-101.016593933
48.1571884155,-101.016593933
46.5022964478,-101.016593933
44.8957214355,-101.016593933
43.3322677612,-101.016593933
41.8075294495,-101.016593933
40.3177452087,-101.016593933
38.8596420288,-101.016593933
37.4303855896,-101.016593933
36.0274734497,-101.016593933
34.64868927,-101.016593933
33.2920684814,-101.016593933
31.9558410645,-101.016593933
30.6384162903,-101.016593933
29.338350296,-101.016593933
28.0543327332,-101.016593933
26.7851581573,-101.016593933
25.5297260284,-101.016593933
49.8666114807,-99.522819519
48.1571884155,-99.522819519
46.5022964478,-99.522819519
44.8957214355,-99.522819519
43.3322677612,-99.522819519
41.8075294495,-99.522819519
40.3177452087,-99.522819519
38.8596420288,-99.522819519
37.4303855896,-99.522819519
36.0274734497,-99.522819519
34.64868927,-99.522819519
33.2920684814,-99.522819519
31.9558410645,-99.522819519
30.6384162903,-99.522819519
29.338350296,-99.522819519
28.0543327332,-99.522819519
26.7851581573,-99.522819519
25.5297260284,-99.522819519
49.8666114807,-98.029045105
48.1571884155,-98.029045105
46.5022964478,-98.029045105
44.8957214355,-98.029045105
43.3322677612,-98.029045105
41.8075294495,-98.029045105
40.3177452087,-98.029045105
38.8596420288,-98.029045105
37.4303855896,-98.029045105
36.0274734497,-98.029045105
34.64868927,-98.029045105
33.2920684814,-98.029045105
31.9558410645,-98.029045105
30.6384162903,-98.029045105
29.338350296,-98.029045105
28.0543327332,-98.029045105
26.7851581573,-98.029045105
25.5297260284,-98.029045105
49.8666114807,-96.5352706909
48.1571884155,-96.5352706909
46.5022964478,-96.5352706909
44.8957214355,-96.5352706909
43.3322677612,-96.5352706909
41.8075294495,-96.5352706909
40.3177452087,-96.5352706909
38.8596420288,-96.5352706909
37.4303855896,-96.5352706909
36.0274734497,-96.5352706909
34.64868927,-96.5352706909
33.2920684814,-96.5352706909
31.9558410645,-96.5352706909
30.6384162903,-96.5352706909
29.338350296,-96.5352706909
46.5022964478,-95.0414962769
44.8957214355,-95.0414962769
43.3322677612,-95.0414962769
41.8075294495,-95.0414962769
40.3177452087,-95.0414962769
38.8596420288,-95.0414962769
37.4303855896,-95.0414962769
36.0274734497,-95.0414962769
34.64868927,-95.0414962769
33.2920684814,-95.0414962769
31.9558410645,-95.0414962769
30.6384162903,-95.0414962769
48.1571884155,-93.5477142334
44.8957214355,-93.5477142334
43.3322677612,-93.5477142334
41.8075294495,-93.5477142334
40.3177452087,-93.5477142334
38.8596420288,-93.5477142334
37.4303855896,-93.5477142334
36.0274734497,-93.5477142334
34.64868927,-93.5477142334
33.2920684814,-93.5477142334
31.9558410645,-93.5477142334
30.6384162903,-93.5477142334
48.1571884155,-92.0539398193
44.8957214355,-92.0539398193
43.3322677612,-92.0539398193
41.8075294495,-92.0539398193
40.3177452087,-92.0539398193
38.8596420288,-92.0539398193
